date, pm25, pm10, o3, no2, so2, co
2016/1/16, 25, 5, , 2, , 
2016/1/17, 22, 6, , 19, , 
2016/1/18, 27, 5, , 5, , 
2016/1/19, 26, 4, , 3, , 
2016/1/20, 17, 6, , 2, , 
2016/1/21, 26, 4, , 6, , 
2016/1/22, 21, 11, , 2, , 
2016/1/23, 32, 15, , 1, , 
2016/1/24, 40, 12, , 4, , 
2016/1/25, 37, 8, , 10, , 
2016/1/26, 34, 5, , 10, , 
2016/1/27, 28, 5, , 5, , 
2016/1/28, 28, 7, , 10, , 
2016/1/29, 27, 8, , 12, , 
2016/1/30, 37, 4, , 3, , 
2016/1/31, 26, 8, , 12, , 
2016/2/1, 36, 10, , 19, , 
2016/2/2, 33, 5, , 4, , 
2016/2/3, 21, 4, , 1, , 
2016/2/4, 21, 7, , 6, , 
2016/2/5, 25, 6, , 2, , 
2016/2/6, 27, 4, , 4, , 
2016/2/7, 24, 8, , 7, , 
2016/2/8, 40, 7, , 2, , 
2016/2/9, 32, 9, , 15, , 
2016/2/10, 54, 5, , 6, , 
2016/2/11, 32, 6, , 17, , 
2016/2/12, 26, 7, , 3, , 
2016/2/13, 24, 8, , 9, , 
2016/2/14, 28, 6, , 2, , 
2016/2/15, 25, 13, , 3, , 
2016/2/16, 45, 8, , 17, , 
2016/2/17, 34, 7, , 10, , 
2016/2/18, 32, 11, , 12, , 
2016/2/19, 36, 9, , 4, , 
2016/2/20, 23, 7, , 1, , 
2016/2/21, 25, 12, , 17, , 
2016/2/22, 44, 10, , 23, , 
2016/2/23, 31, 6, , 10, , 
2016/2/24, 23, 7, , 7, , 
2016/2/25, 24, 8, , 19, , 
2016/2/26, 33, 7, , 9, , 
2016/2/27, 25, 4, , , , 
2016/2/28, 20, 11, , 10, , 
2016/2/29, 37, 7, , 9, , 
2016/3/1, 27, 10, , 13, , 
2016/3/2, 36, 9, , 10, , 
2016/3/3, 33, 8, , 8, , 
2016/3/4, 26, 5, , 4, , 
2016/3/5, 30, 11, , 5, , 
2016/3/6, 31, 5, , 3, , 
2016/3/7, 24, 7, , 7, , 
2016/3/8, 29, 8, , 11, , 
2016/3/9, 28, 9, , 4, , 
2016/3/10, 31, 9, , 4, , 
2016/3/11, 31, 17, , 1, , 
2016/3/12, 48, 15, , 1, , 
2016/3/13, 38, 21, , 5, , 
2016/3/14, 49, 25, , 3, , 
2016/3/15, 47, 29, , 4, , 
2016/3/16, 48, 21, , 4, , 
2016/3/17, 44, 16, , 4, , 
2016/3/18, 37, 12, , 3, , 
2016/3/19, 43, 7, , 2, , 
2016/3/20, 27, 12, , 5, , 
2016/3/21, 32, 5, , 3, , 
2016/3/24, 180, 8, , 1, , 
2016/3/25, 31, 9, , 2, , 
2015/10/1, 26, 8, , 5, , 
2015/10/2, 32, 6, , 2, , 
2015/10/3, 29, 4, , 1, , 
2015/10/4, 25, 10, , 5, , 
2015/10/5, 28, 6, , 5, , 
2015/10/6, 22, 8, , 4, , 
2015/10/7, 24, 5, , 6, , 
2015/10/8, 23, 8, , 7, , 
2015/10/9, 24, 6, , 2, , 
2015/10/10, 30, 5, , 3, , 
2015/10/11, 25, 5, , 4, , 
2015/10/12, 16, 9, , 8, , 
2015/10/13, 32, 8, , 6, , 
2015/10/14, 21, 11, , 5, , 
2015/10/15, 27, 12, , 3, , 
2015/10/16, 26, 11, , 1, , 
2015/10/17, 25, 10, , 2, , 
2015/10/18, 31, 5, , 6, , 
2015/10/19, 24, 5, , 3, , 
2015/10/20, 17, 6, , 6, , 
2015/10/21, 18, 4, , 5, , 
2015/10/22, 22, 6, , 2, , 
2015/10/23, 20, 5, , 3, , 
2015/10/24, 18, 5, , 4, , 
2015/10/25, 24, 12, , 13, , 
2015/10/26, 42, 5, , 7, , 
2015/10/27, 23, 4, , 2, , 
2015/10/28, 20, 8, , 1, , 
2015/10/29, 31, 12, , 3, , 
2015/10/30, 37, 8, , 7, , 
2015/10/31, 33, 7, , 2, , 
2015/11/1, 20, 9, , 4, , 
2015/11/2, 23, 9, , 9, , 
2015/11/3, 32, 4, , 6, , 
2015/11/4, 17, 4, , 2, , 
2015/11/5, 15, 7, , 6, , 
2015/11/6, 21, 6, , 2, , 
2015/11/7, 21, 6, , 5, , 
2015/11/8, 22, 6, , 8, , 
2015/11/9, 20, 8, , 5, , 
2015/11/10, 27, 5, , 9, , 
2015/11/11, 18, 6, , 8, , 
2015/11/12, 24, 7, , 10, , 
2015/11/13, 24, 7, , 10, , 
2015/11/14, 33, 5, , 9, , 
2015/11/15, 23, 6, , 4, , 
2015/11/16, 25, 7, , 4, , 
2015/11/17, 30, 20, , 14, , 
2015/11/18, 55, 7, , 3, , 
2015/11/19, 29, 10, , 5, , 
2015/11/20, 25, 21, , 15, , 
2015/11/21, 40, 8, , 3, , 
2015/11/22, 23, 14, , 2, , 
2015/11/23, 34, 9, , 12, , 
2015/11/24, 23, 12, , 8, , 
2015/11/25, 28, 11, , 4, , 
2015/11/26, 31, 6, , 13, , 
2015/11/27, 24, 6, , 3, , 
2015/11/28, 29, 6, , 4, , 
2015/11/29, 27, 8, , 13, , 
2015/11/30, 32, 5, , 3, , 
2015/12/1, 306, 6, , 12, , 
2015/12/2, 28, 4, , 7, , 
2015/12/3, 26, 4, , 5, , 
2015/12/4, 24, 8, , , , 
2015/12/5, 44, 9, , 11, , 
2015/12/6, 28, , , , , 
2015/12/19, 22, 7, , 14, , 
2015/12/20, 28, 3, , 3, , 
2015/12/21, 17, 7, , 12, , 
2015/12/22, 24, 8, , 12, , 
2015/12/23, 26, 6, , 3, , 
2015/12/24, 27, 6, , 6, , 
2015/12/25, 35, 4, , 1, , 
2015/12/26, 21, 9, , 1, , 
2015/12/27, 30, 10, , 6, , 
2015/12/28, 35, 7, , 4, , 
2015/12/29, 32, 10, , 3, , 
2015/12/30, 30, , , , , 
2016/1/1, 58, 5, , 7, , 
2016/1/2, 33, 7, , 13, , 
2016/1/3, 27, 6, , 6, , 
2015/7/10, 46, 7, , 1, , 
2015/7/11, 32, 12, , 2, , 
2015/7/12, 47, 8, , 3, , 
2015/7/13, 26, 6, , 2, , 
2015/7/14, 26, 9, , 2, , 
2015/7/15, 46, 22, , 3, , 
2015/7/16, 39, 12, , 4, , 
2015/7/17, 49, 11, , 2, , 
2015/7/18, 47, 7, , 1, , 
2015/7/19, 38, 7, , 1, , 
2015/7/20, 34, 5, , 4, , 
2015/7/21, 18, 14, , 2, , 
2015/7/22, 62, 12, , 3, , 
2015/7/23, 48, 10, , 2, , 
2015/7/24, 48, 10, , 3, , 
2015/7/25, 42, 8, , 2, , 
2015/7/26, 37, 8, , 2, , 
2015/7/27, 39, 12, , 4, , 
2015/7/28, 46, 8, , 2, , 
2015/7/29, 40, 12, , 2, , 
2015/7/30, 38, 13, , 2, , 
2015/7/31, 47, 6, , 1, , 
2015/8/1, 32, 10, , 1, , 
2015/8/2, 39, 10, , 2, , 
2015/8/3, 44, 28, , 5, , 
2015/8/4, 80, 10, , 4, , 
2015/8/5, 40, 7, , 2, , 
2015/8/6, 36, 7, , 2, , 
2015/8/7, 41, 6, , 1, , 
2015/8/8, 19, 9, , 1, , 
2015/8/9, 33, 8, , 2, , 
2015/8/10, 27, 10, , 3, , 
2015/8/11, 38, 5, , 1, , 
2015/8/12, 20, 12, , 1, , 
2015/8/13, 32, 9, , 2, , 
2015/8/14, 36, 9, , 1, , 
2015/8/15, 38, 5, , 2, , 
2015/8/16, 25, 10, , 3, , 
2015/8/17, 34, 6, , 2, , 
2015/8/18, 30, 8, , 4, , 
2015/8/19, 35, 7, , 4, , 
2015/8/20, 37, 14, , 5, , 
2015/8/21, 33, 68, , 2, , 
2015/8/22, 24, 4, , 1, , 
2015/8/23, 28, 8, , 6, , 
2015/8/24, 34, 17, , 4, , 
2015/8/25, 53, 11, , 5, , 
2015/8/26, 47, 9, , 3, , 
2015/8/27, 41, 8, , 3, , 
2015/8/28, 39, 10, , 2, , 
2015/8/29, 35, 8, , 2, , 
2015/8/30, 39, 7, , 3, , 
2015/8/31, 30, 10, , 5, , 
2015/9/1, 29, 6, , 4, , 
2015/9/2, 26, 7, , 3, , 
2015/9/3, 25, 8, , 3, , 
2015/9/4, 33, 5, , 2, , 
2015/9/5, 20, 6, , 2, , 
2015/9/6, 23, 5, , 1, , 
2015/9/7, 25, 8, , 1, , 
2015/9/8, 27, 9, , 1, , 
2015/9/9, 36, 13, , 1, , 
2015/9/10, 38, 11, , 3, , 
2015/9/11, 33, 7, , 3, , 
2015/9/12, 32, 7, , 4, , 
2015/9/13, 37, 7, , 6, , 
2015/9/14, 28, 9, , 4, , 
2015/9/15, 35, 11, , 7, , 
2015/9/16, 43, 9, , 6, , 
2015/9/17, 41, 8, , 3, , 
2015/9/18, 31, 17, , , , 
2015/9/19, 20, 9, , , , 
2015/9/20, 31, 11, , 4, , 
2015/9/21, 31, 7, , 3, , 
2015/9/22, 19, 6, , 4, , 
2015/9/23, 25, 9, , 6, , 
2015/9/24, 36, 7, , 3, , 
2015/9/25, 22, 6, , , , 
2015/9/26, 26, 11, , 1, , 
2015/9/27, 37, 8, , 3, , 
2015/9/28, 25, 10, , 2, , 
2015/9/29, 27, 8, , 4, , 
2015/9/30, 22, 7, , 2, , 
2024/6/29, , 5, 9, 4, , 
2024/1/29, , 9, , 6, , 
2023/11/6, , 10, , 5, , 
2023/2/2, , 13, , 4, , 
2023/2/3, , 13, , , , 
2023/2/4, , 13, , , , 
2023/2/5, , 13, , , , 
2023/2/6, , 13, , , , 
2023/2/7, , 13, , , , 
2022/10/1, , 8, , , , 
2022/10/2, , 10, , , , 
2022/10/3, , 10, , , , 
2022/10/4, , 3, , , , 
2022/10/5, , 6, , , , 
2022/10/6, , 5, , , , 
2022/10/7, , 5, , , , 
2022/10/8, , 5, , , , 
2022/10/9, , 5, , , , 
2022/10/10, , 8, , , , 
2022/10/11, , 4, , , , 
2022/10/12, , 8, , , , 
2022/10/13, , 6, , , , 
2022/10/14, , 7, , , , 
2022/10/15, , 5, , , , 
2022/10/16, , 7, , , , 
2022/10/17, , 10, , , , 
2022/10/18, , 10, , , , 
2022/10/19, , 6, , , , 
2022/10/20, , 4, , , , 
2022/10/21, , 13, , , , 
2022/10/22, , 8, , , , 
2022/10/23, , 3, , , , 
2022/10/24, , 4, , , , 
2022/10/25, , 5, , , , 
2022/10/26, , 10, , , , 
2022/10/27, , 16, , , , 
2022/10/28, , 9, , , , 
2022/10/29, , 4, , , , 
2022/10/30, , 5, , , , 
2022/10/31, , 3, , , , 
2022/11/1, , 14, , , , 
2022/11/2, , 24, , , , 
2022/11/3, , 11, , , , 
2022/11/4, , 4, , , , 
2022/11/5, , 6, , , , 
2022/11/6, , 10, , , , 
2022/11/7, , 9, , , , 
2022/11/8, , 17, , , , 
2022/11/9, , 11, , , , 
2022/11/10, , 4, , , , 
2022/11/11, , 5, , , , 
2022/11/12, , 6, , , , 
2022/11/13, , 5, , , , 
2022/11/14, , 4, , , , 
2022/11/15, , 5, , , , 
2022/11/16, , 4, , , , 
2022/11/17, , 7, , , , 
2022/11/18, , 5, , , , 
2022/11/19, , 6, , , , 
2022/11/20, , 7, , , , 
2022/11/22, , 17, , , , 
2022/11/23, , 16, , , , 
2022/11/24, , 4, , , , 
2022/7/1, , 19, , , , 
2022/7/2, , 5, , , , 
2022/7/3, , 12, , , , 
2022/7/4, , 8, , , , 
2022/7/5, , 12, , , , 
2022/7/6, , 21, , , , 
2022/7/7, , 35, , , , 
2022/7/8, , 20, , , , 
2022/7/9, , 21, , , , 
2022/7/10, , 9, , , , 
2022/7/11, , 16, , , , 
2022/7/12, , 10, , , , 
2022/7/13, , 8, , , , 
2022/7/14, , 11, , , , 
2022/7/15, , 19, , , , 
2022/7/16, , 23, , , , 
2022/7/17, , 23, , , , 
2022/7/18, , 7, , , , 
2022/7/19, , 17, , , , 
2022/7/20, , 12, , , , 
2022/7/21, , 18, , , , 
2022/7/22, , 23, , , , 
2022/7/23, , 12, , , , 
2022/7/24, , 8, , , , 
2022/7/25, , 16, , , , 
2022/7/26, , 33, , , , 
2022/7/27, , 25, , , , 
2022/7/28, , 22, , , , 
2022/7/29, , 24, , , , 
2022/7/30, , 9, , , , 
2022/7/31, , 14, , , , 
2022/8/1, , 8, , , , 
2022/8/2, , 10, , , , 
2022/8/3, , 13, , , , 
2022/8/4, , 11, , , , 
2022/8/5, , 34, , , , 
2022/8/6, , 21, , , , 
2022/8/7, , 31, , , , 
2022/8/8, , 36, , , , 
2022/8/9, , 20, , , , 
2022/8/10, , 21, , , , 
2022/8/11, , 18, , , , 
2022/8/12, , 26, , , , 
2022/8/13, , 10, , , , 
2022/8/14, , 17, , , , 
2022/8/15, , 7, , , , 
2022/8/16, , 12, , , , 
2022/8/17, , 34, , , , 
2022/8/18, , 23, , , , 
2022/8/19, , 21, , , , 
2022/8/20, , 6, , , , 
2022/8/21, , 7, , , , 
2022/8/22, , 18, , , , 
2022/8/23, , 27, , , , 
2022/8/24, , 11, , , , 
2022/8/25, , 18, , , , 
2022/8/26, , 7, , , , 
2022/8/27, , 10, , , , 
2022/8/28, , 6, , , , 
2022/8/29, , 67, , , , 
2022/8/30, , 29, , , , 
2022/8/31, , 45, , , , 
2022/9/1, , 13, , , , 
2022/9/2, , 6, , , , 
2022/9/3, , 6, , , , 
2022/9/4, , 9, , , , 
2022/9/5, , 8, , , , 
2022/9/6, , 9, , , , 
2022/9/7, , 10, , , , 
2022/9/8, , 8, , , , 
2022/9/9, , 8, , , , 
2022/9/10, , 5, , , , 
2022/9/11, , 5, , , , 
2022/9/12, , 12, , , , 
2022/9/13, , 12, , , , 
2022/9/14, , 5, , , , 
2022/9/15, , 7, , , , 
2022/9/16, , 6, , , , 
2022/9/17, , 5, , , , 
2022/9/18, , 26, , , , 
2022/9/19, , 4, , , , 
2022/9/20, , 6, , , , 
2022/9/21, , 7, , , , 
2022/9/22, , 4, , , , 
2022/9/23, , 12, , , , 
2022/9/24, , 15, , , , 
2022/9/25, , 29, , , , 
2022/9/26, , 15, , , , 
2022/9/27, , 28, , , , 
2022/9/28, , 17, , , , 
2022/9/29, , 4, , , , 
2022/9/30, , 4, , , , 
2022/4/1, , 20, , , , 
2022/4/2, , 20, , , , 
2022/4/3, , 20, , , , 
2022/4/4, , 4, , , , 
2022/4/5, , 5, , , , 
2022/4/6, , 9, , , , 
2022/4/7, , 12, , , , 
2022/4/8, , 13, , , , 
2022/4/9, , 18, , , , 
2022/4/10, , 10, , , , 
2022/4/11, , 6, , , , 
2022/4/12, , 8, , , , 
2022/4/13, , 9, , , , 
2022/4/14, , 24, , , , 
2022/4/15, , 36, , , , 
2022/4/16, , 26, , , , 
2022/4/17, , 13, , , , 
2022/4/18, , 11, , , , 
2022/4/19, , 13, , , , 
2022/4/20, , 38, , , , 
2022/4/21, , 27, , , , 
2022/4/22, , 22, , , , 
2022/4/23, , 18, , , , 
2022/4/24, , 13, , , , 
2022/4/25, , 11, , , , 
2022/4/26, , 10, , , , 
2022/4/27, , 8, , , , 
2022/4/28, , 11, , , , 
2022/4/29, , 15, , , , 
2022/4/30, , 20, , , , 
2022/5/1, , 21, , , , 
2022/5/2, , 10, , , , 
2022/5/3, , 7, , , , 
2022/5/4, , 6, , , , 
2022/5/5, , 9, , , , 
2022/5/6, , 13, , , , 
2022/5/7, , 19, , , , 
2022/5/8, , 14, , , , 
2022/5/9, , 22, , , , 
2022/5/10, , 7, , , , 
2022/5/11, , 6, , , , 
2022/5/12, , 7, , , , 
2022/5/13, , 5, , , , 
2022/5/14, , 8, , , , 
2022/5/15, , 18, , , , 
2022/5/16, , 17, , , , 
2022/5/17, , 13, , , , 
2022/5/18, , 20, , , , 
2022/5/19, , 18, , , , 
2022/5/20, , 9, , , , 
2022/5/21, , 16, , , , 
2022/5/22, , 8, , , , 
2022/5/23, , 8, , , , 
2022/5/24, , 12, , , , 
2022/5/25, , 9, , , , 
2022/5/26, , 7, , , , 
2022/5/27, , 8, , , , 
2022/5/28, , 11, , , , 
2022/5/29, , 11, , , , 
2022/5/30, , 9, , , , 
2022/5/31, , 15, , , , 
2022/6/1, , 9, , , , 
2022/6/2, , 9, , , , 
2022/6/3, , 23, , , , 
2022/6/4, , 7, , , , 
2022/6/5, , 30, , , , 
2022/6/6, , 16, , , , 
2022/6/7, , 19, , , , 
2022/6/8, , 18, , , , 
2022/6/9, , 31, , , , 
2022/6/10, , 46, , , , 
2022/6/11, , 11, , , , 
2022/6/12, , 8, , , , 
2022/6/13, , 18, , , , 
2022/6/14, , 9, , , , 
2022/6/15, , 11, , , , 
2022/6/16, , 17, , , , 
2022/6/17, , 16, , , , 
2022/6/18, , 11, , , , 
2022/6/19, , 66, , , , 
2022/6/20, , 14, , , , 
2022/6/21, , 47, , , , 
2022/6/22, , 55, , , , 
2022/6/23, , 6, , , , 
2022/6/24, , 7, , , , 
2022/6/25, , 7, , , , 
2022/6/26, , 6, , , , 
2022/6/27, , 8, , , , 
2022/6/28, , 11, , , , 
2022/6/29, , 24, , , , 
2022/6/30, , 14, , , , 
2022/1/3, , 9, , , , 
2022/1/4, , 7, , , , 
2022/1/5, , 9, , , , 
2022/1/6, , 10, , , , 
2022/1/7, , 9, , , , 
2022/1/8, , 4, , , , 
2022/1/9, , 4, , , , 
2022/1/10, , 6, , , , 
2022/1/11, , 12, , , , 
2022/1/12, , 16, , , , 
2022/1/13, , 17, , , , 
2022/1/14, , 8, , , , 
2022/1/15, , 9, , , , 
2022/1/16, , 13, , , , 
2022/1/17, , 14, , , , 
2022/1/18, , 10, , , , 
2022/1/19, , 9, , , , 
2022/1/20, , 11, , , , 
2022/1/21, , 18, , , , 
2022/1/22, , 14, , , , 
2022/1/23, , 11, , , , 
2022/1/24, , 15, , , , 
2022/1/25, , 14, , , , 
2022/1/26, , 8, , , , 
2022/1/27, , 8, , , , 
2022/1/28, , 11, , , , 
2022/1/29, , 13, , , , 
2022/1/30, , 9, , , , 
2022/1/31, , 13, , , , 
2022/2/1, , 8, , , , 
2022/2/2, , 7, , , , 
2022/2/3, , 6, , , , 
2022/2/4, , 6, , , , 
2022/2/5, , 5, , , , 
2022/2/6, , 7, , , , 
2022/2/7, , 14, , , , 
2022/2/8, , 11, , , , 
2022/2/9, , 7, , , , 
2022/2/10, , 8, , , , 
2022/2/11, , 4, , , , 
2022/2/12, , 8, , , , 
2022/2/13, , 4, , , , 
2022/2/14, , 4, , , , 
2022/2/15, , 6, , , , 
2022/2/16, , 6, , , , 
2022/2/17, , 6, , , , 
2022/2/18, , 5, , , , 
2022/2/19, , 9, , , , 
2022/2/20, , 10, , , , 
2022/2/21, , 7, , , , 
2022/2/22, , 13, , , , 
2022/2/23, , 8, , , , 
2022/2/24, , 12, , , , 
2022/2/25, , 10, , , , 
2022/2/26, , 14, , , , 
2022/2/27, , 4, , , , 
2022/2/28, , 7, , , , 
2022/3/1, , 10, , , , 
2022/3/2, , 8, , , , 
2022/3/3, , 12, , , , 
2022/3/4, , 13, , , , 
2022/3/5, , 11, , , , 
2022/3/6, , 8, , , , 
2022/3/7, , 6, , , , 
2022/3/8, , 10, , , , 
2022/3/9, , 8, , , , 
2022/3/10, , 9, , , , 
2022/3/11, , 23, , , , 
2022/3/12, , 10, , , , 
2022/3/13, , 5, , , , 
2022/3/14, , 12, , , , 
2022/3/15, , 10, , , , 
2022/3/16, , 6, , , , 
2022/3/17, , 8, , , , 
2022/3/18, , 13, , , , 
2022/3/19, , 12, , , , 
2022/3/20, , 7, , , , 
2022/3/21, , 7, , , , 
2022/3/22, , 18, , , , 
2022/3/23, , 7, , , , 
2022/3/24, , 13, , , , 
2022/3/25, , 5, , , , 
2022/3/26, , 29, , , , 
2022/3/27, , 4, , , , 
2022/3/28, , 5, , , , 
2022/3/29, , 21, , , , 
2022/3/30, , 10, , , , 
2022/3/31, , 17, , , , 
2021/10/1, , 11, , , , 
2021/10/2, , 7, , , , 
2021/10/3, , 6, , , , 
2021/10/4, , 8, , , , 
2021/10/5, , 6, , , , 
2021/10/6, , 6, , , , 
2021/10/7, , 22, , , , 
2021/10/8, , 41, , , , 
2021/10/9, , 24, , , , 
2021/10/10, , 11, , , , 
2021/10/11, , 11, , , , 
2021/10/12, , 25, , , , 
2021/10/13, , 7, , , , 
2021/10/14, , 20, , , , 
2021/10/15, , 37, , , , 
2021/10/16, , 8, , , , 
2021/10/17, , 5, , , , 
2021/10/18, , 39, , , , 
2021/10/19, , 8, , , , 
2021/10/20, , 10, , , , 
2021/10/21, , 48, , , , 
2021/10/22, , 15, , , , 
2021/10/23, , 28, , , , 
2021/10/24, , 6, , , , 
2021/10/25, , 8, , , , 
2021/10/26, , 9, , , , 
2021/10/27, , 10, , , , 
2021/10/28, , 17, , , , 
2021/10/29, , 7, , , , 
2021/10/30, , 17, , , , 
2021/10/31, , 7, , , , 
2021/11/1, , 11, , , , 
2021/11/2, , 7, , , , 
2021/11/3, , 25, , , , 
2021/11/4, , 34, , , , 
2021/11/5, , 29, , , , 
2021/11/6, , 14, , , , 
2021/11/7, , 8, , , , 
2021/11/8, , 43, , , , 
2021/11/9, , 22, , , , 
2021/11/10, , 15, , , , 
2021/11/11, , 8, , , , 
2021/11/12, , 20, , , , 
2021/11/13, , 25, , , , 
2021/11/14, , 31, , , , 
2021/11/15, , 57, , , , 
2021/11/16, , 36, , , , 
2021/11/17, , 7, , , , 
2021/11/18, , 6, , , , 
2021/11/19, , 17, , , , 
2021/11/20, , 6, , , , 
2021/11/21, , 13, , , , 
2021/11/22, , 10, , , , 
2021/11/23, , 10, , , , 
2021/11/24, , 13, , , , 
2021/11/25, , 11, , , , 
2021/11/26, , 17, , , , 
2021/11/27, , 3, , , , 
2021/11/28, , 3, , , , 
2021/11/29, , 11, , , , 
2021/11/30, , 4, , , , 
2021/12/1, , 5, , , , 
2021/12/2, , 12, , , , 
2021/12/3, , 5, , , , 
2021/12/4, , 7, , , , 
2021/12/5, , 5, , , , 
2021/12/6, , 7, , , , 
2021/12/7, , 10, , , , 
2021/12/8, , 4, , , , 
2021/12/9, , 6, , , , 
2021/12/10, , 6, , , , 
2021/12/11, , 8, , , , 
2021/12/12, , 9, , , , 
2021/12/13, , 5, , , , 
2021/12/14, , 8, , , , 
2021/12/22, , 3, , , , 
2021/12/23, , 21, , , , 
2021/12/24, , 10, , , , 
2021/12/25, , 4, , , , 
2021/12/26, , 3, , , , 
2021/12/27, , 6, , , , 
2021/12/28, , 6, , , , 
2021/12/29, , 9, , , , 
2021/12/30, , 35, , , , 
2021/12/31, , 13, , , , 
2022/1/1, , 26, , , , 
2021/7/1, , 10, , , , 
2021/7/2, , 22, , , , 
2021/7/3, , 38, , , , 
2021/7/4, , 31, , , , 
2021/7/5, , 16, , , , 
2021/7/6, , 22, , , , 
2021/7/7, , 24, , , , 
2021/7/8, , 10, , , , 
2021/7/9, , 9, , , , 
2021/7/10, , 10, , , , 
2021/7/11, , 8, , , , 
2021/7/12, , 12, , , , 
2021/7/13, , 11, , , , 
2021/7/14, , 12, , , , 
2021/7/15, , 14, , , , 
2021/7/16, , 12, , , , 
2021/7/17, , 13, , , , 
2021/7/18, , 14, , , , 
2021/7/19, , 38, , , , 
2021/7/20, , 8, , , , 
2021/7/21, , 12, , , , 
2021/7/22, , 9, , , , 
2021/7/23, , 17, , , , 
2021/7/24, , 11, , , , 
2021/7/25, , 15, , , , 
2021/7/26, , 12, , , , 
2021/7/27, , 11, , , , 
2021/7/28, , 10, , , , 
2021/7/29, , 11, , , , 
2021/7/30, , 12, , , , 
2021/7/31, , 10, , , , 
2021/8/1, , 14, , , , 
2021/8/2, , 10, , , , 
2021/8/3, , 10, , , , 
2021/8/4, , 8, , , , 
2021/8/5, , 10, , , , 
2021/8/6, , 11, , , , 
2021/8/7, , 21, , , , 
2021/8/8, , 14, , , , 
2021/8/9, , 9, , , , 
2021/8/10, , 23, , , , 
2021/8/11, , 19, , , , 
2021/8/12, , 30, , , , 
2021/8/13, , 14, , , , 
2021/8/14, , 17, , , , 
2021/8/15, , 20, , , , 
2021/8/16, , 15, , , , 
2021/8/17, , 16, , , , 
2021/8/18, , 9, , , , 
2021/8/19, , 6, , , , 
2021/8/20, , 6, , , , 
2021/8/21, , 10, , , , 
2021/8/22, , 7, , , , 
2021/8/23, , 6, , , , 
2021/8/24, , 5, , , , 
2021/8/25, , 9, , , , 
2021/8/26, , 10, , , , 
2021/8/27, , 22, , , , 
2021/8/28, , 21, , , , 
2021/8/29, , 29, , , , 
2021/8/30, , 18, , , , 
2021/8/31, , 28, , , , 
2021/9/1, , 11, , , , 
2021/9/2, , 12, , , , 
2021/9/3, , 8, , , , 
2021/9/4, , 21, , , , 
2021/9/5, , 13, , , , 
2021/9/6, , 17, , , , 
2021/9/7, , 13, , , , 
2021/9/8, , 9, , , , 
2021/9/9, , 51, , , , 
2021/9/10, , 8, , , , 
2021/9/11, , 7, , , , 
2021/9/12, , 13, , , , 
2021/9/13, , 30, , , , 
2021/9/14, , 31, , , , 
2021/9/15, , 33, , , , 
2021/9/16, , 11, , , , 
2021/9/17, , 16, , , , 
2021/9/18, , 19, , , , 
2021/9/19, , 36, , , , 
2021/9/20, , 13, , , , 
2021/9/21, , 15, , , , 
2021/9/22, , 19, , , , 
2021/9/23, , 9, , , , 
2021/9/24, , 7, , , , 
2021/9/25, , 4, , , , 
2021/9/26, , 6, , , , 
2021/9/27, , 6, , , , 
2021/9/28, , 8, , , , 
2021/9/29, , 24, , , , 
2021/9/30, , 7, , , , 
2021/4/1, , 23, , , , 
2021/4/2, , 15, , , , 
2021/4/3, , 10, , , , 
2021/4/4, , 10, , , , 
2021/4/5, , 8, , 2, , 
2021/4/6, , 8, , 2, , 
2021/4/7, , 9, , , , 
2021/4/8, , 7, , 1, , 
2021/4/9, , 10, , 2, , 
2021/4/10, , 14, , , , 
2021/4/11, , 3, , 1, , 
2021/4/12, , 34, , 2, , 
2021/4/13, , 27, , 2, , 
2021/4/14, , 14, , 1, , 
2021/4/15, , 5, , 1, , 
2021/4/16, , 12, , 1, , 
2021/4/17, , 18, , , , 
2021/4/18, , 12, , 2, , 
2021/4/19, , 14, , 2, , 
2021/4/20, , 19, , 5, , 
2021/4/21, , 24, , , , 
2021/4/22, , 10, , 1, , 
2021/4/23, , 16, , , , 
2021/4/24, , 14, , , , 
2021/4/25, , 7, , 2, , 
2021/4/26, , 9, , 5, , 
2021/4/27, , 18, , 2, , 
2021/4/28, , 15, , 2, , 
2021/4/29, , 17, , 3, , 
2021/4/30, , 16, , , , 
2021/5/1, , 8, , , , 
2021/5/2, , 7, , 2, , 
2021/5/3, , 9, , 4, , 
2021/5/4, , 13, , 2, , 
2021/5/5, , 13, , 1, , 
2021/5/6, , 4, , 1, , 
2021/5/7, , 9, , , , 
2021/5/8, , 8, , , , 
2021/5/9, , 15, , 1, , 
2021/5/10, , 9, , 2, , 
2021/5/11, , 10, , 2, , 
2021/5/12, , 12, , 1, , 
2021/5/13, , 9, , 1, , 
2021/5/14, , 9, , 1, , 
2021/5/15, , 23, , , , 
2021/5/16, , 9, , , , 
2021/5/17, , 6, , 1, , 
2021/5/18, , 6, , 2, , 
2021/5/19, , 12, , 2, , 
2021/5/20, , 17, , 2, , 
2021/5/21, , 12, , , , 
2021/5/22, , 9, , 1, , 
2021/5/23, , 9, , 1, , 
2021/5/24, , 9, , , , 
2021/5/25, , 13, , , , 
2021/5/26, , 44, , , , 
2021/5/27, , 75, , , , 
2021/5/28, , 40, , , , 
2021/5/29, , 34, , , , 
2021/5/30, , 11, , 1, , 
2021/5/31, , 17, , 1, , 
2021/6/1, , 14, , 2, , 
2021/6/2, , 10, , 1, , 
2021/6/3, , 44, , 2, , 
2021/6/4, , 17, , , , 
